filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20181228_104317.jpg,800,600,Raspberry_Pi_3,352,314,772,563
IMG_20181228_104332.jpg,800,600,Arduino_Nano,275,216,452,309
IMG_20181228_104332.jpg,800,600,ESP8266,395,383,602,497
IMG_20181228_104336.jpg,800,600,ESP8266,378,161,519,285
IMG_20181228_104336.jpg,800,600,Raspberry_Pi_3,370,259,693,426
IMG_20181228_104336.jpg,800,600,Heltec_ESP32_Lora,267,433,449,531
IMG_20181228_104344.jpg,800,600,Heltec_ESP32_Lora,333,268,552,392
IMG_20181228_104344.jpg,800,600,ESP8266,274,405,548,558
IMG_20181228_104356.jpg,800,600,ESP8266,37,329,287,489
IMG_20181228_104356.jpg,800,600,Raspberry_Pi_3,251,326,641,584
IMG_20181228_104356.jpg,800,600,Arduino_Nano,635,263,743,379
IMG_20181228_104413.jpg,800,600,ESP8266,201,279,397,414
IMG_20181228_104413.jpg,800,600,ESP8266,412,261,619,422
IMG_20190104_163804.jpg,800,600,Raspberry_Pi_3,205,56,749,548
IMG_20190104_163809.jpg,800,600,Heltec_ESP32_Lora,186,187,710,478
IMG_20190104_163812.jpg,800,600,ESP8266,200,139,583,503
IMG_20190104_163815.jpg,800,600,Arduino_Nano,254,116,637,432
IMG_20190104_163823.jpg,800,600,Raspberry_Pi_3,3,59,775,434
IMG_20190104_163834.jpg,800,600,Raspberry_Pi_3,53,68,704,363
IMG_20190104_163842.jpg,800,600,Heltec_ESP32_Lora,82,103,677,353
IMG_20190104_163849.jpg,800,600,Heltec_ESP32_Lora,215,118,704,375
IMG_20190104_163855.jpg,800,600,Arduino_Nano,279,130,738,345
IMG_20190104_163902.jpg,800,600,Arduino_Nano,211,119,674,341
IMG_20190104_163909.jpg,800,600,ESP8266,169,126,758,350
IMG_20190104_163915.jpg,800,600,ESP8266,255,97,695,288
IMG_20190104_163943.jpg,800,600,Raspberry_Pi_3,103,63,394,464
IMG_20190104_163943.jpg,800,600,ESP8266,430,135,720,367
IMG_20190104_163949.jpg,800,600,Heltec_ESP32_Lora,62,163,352,393
IMG_20190104_163949.jpg,800,600,Arduino_Nano,551,198,711,453
IMG_20190104_163951.jpg,800,600,Raspberry_Pi_3,4,29,449,467
IMG_20190104_163951.jpg,800,600,ESP8266,358,336,656,537
IMG_20190104_163951.jpg,800,600,Heltec_ESP32_Lora,519,21,751,247
IMG_20190104_163956.jpg,800,600,Heltec_ESP32_Lora,163,31,426,237
IMG_20190104_163956.jpg,800,600,Arduino_Nano,578,80,727,297
IMG_20190104_163956.jpg,800,600,ESP8266,70,389,387,571
IMG_20190104_164010.jpg,800,600,ESP8266,193,9,516,461
IMG_20190104_164013.jpg,800,600,Raspberry_Pi_3,181,139,604,599
IMG_20190104_164017.jpg,800,600,Heltec_ESP32_Lora,241,1,543,364
IMG_20190104_164023.jpg,800,600,Arduino_Nano,374,1,529,263
IMG_20190104_164121.jpg,800,600,Arduino_Nano,316,127,642,369
IMG_20190104_164125.jpg,800,600,Arduino_Nano,356,225,514,356
IMG_20190104_164130.jpg,800,600,Heltec_ESP32_Lora,319,192,622,401
IMG_20190104_164134.jpg,800,600,Heltec_ESP32_Lora,324,222,484,337
IMG_20190104_164153.jpg,800,600,Raspberry_Pi_3,211,146,706,508
IMG_20190104_164157.jpg,800,600,Raspberry_Pi_3,261,301,545,490
IMG_20190104_164200.jpg,800,600,ESP8266,337,240,696,448
IMG_20190104_164205.jpg,800,600,ESP8266,379,116,635,299
IMG_20190104_164220.jpg,800,600,ESP8266,295,196,701,384
IMG_20190104_164227.jpg,800,600,ESP8266,331,197,768,382
IMG_20190104_164233.jpg,800,600,Raspberry_Pi_3,237,168,704,403
IMG_20190104_164240.jpg,800,600,Raspberry_Pi_3,74,118,785,491
IMG_20190104_164248.jpg,800,600,Heltec_ESP32_Lora,196,133,604,325
IMG_20190104_164252.jpg,800,600,Heltec_ESP32_Lora,210,195,623,534
IMG_20190104_164259.jpg,800,600,Arduino_Nano,274,146,604,340
IMG_20190104_164312.jpg,800,600,Arduino_Nano,337,175,577,427
IMG_20190104_164400.jpg,800,600,ESP8266,374,45,546,346
IMG_20190104_164405.jpg,800,600,Raspberry_Pi_3,206,74,701,452
IMG_20190104_164409.jpg,800,600,Heltec_ESP32_Lora,250,202,572,420
IMG_20190104_164415.jpg,800,600,Arduino_Nano,294,179,587,359
IMG_20190104_164422.jpg,800,600,Arduino_Nano,259,298,421,376
IMG_20190104_164430.jpg,800,600,Heltec_ESP32_Lora,334,216,513,318
IMG_20190104_164434.jpg,800,600,Raspberry_Pi_3,280,232,590,435
IMG_20190104_164440.jpg,800,600,ESP8266,328,135,523,381
IMG_20190104_164523.jpg,800,600,ESP8266,317,184,631,403
IMG_20190104_164528.jpg,800,600,Raspberry_Pi_3,248,171,670,470
IMG_20190104_164532.jpg,800,600,Heltec_ESP32_Lora,349,73,551,267
IMG_20190104_164540.jpg,800,600,Arduino_Nano,288,221,495,317
IMG_20190104_164548.jpg,800,600,Arduino_Nano,352,329,473,416
IMG_20190104_164559.jpg,800,600,Heltec_ESP32_Lora,463,188,575,337
IMG_20190104_164604.jpg,800,600,Raspberry_Pi_3,322,280,618,469
IMG_20190104_164611.jpg,800,600,ESP8266,419,141,617,268
IMG_20190104_164615.jpg,800,600,Raspberry_Pi_3,334,95,601,276
IMG_20190104_164622.jpg,800,600,Heltec_ESP32_Lora,158,247,328,430
IMG_20190104_164622.jpg,800,600,Arduino_Nano,569,121,691,267
IMG_20190104_164630.jpg,800,600,Raspberry_Pi_3,249,432,449,571
IMG_20190104_164630.jpg,800,600,Heltec_ESP32_Lora,325,96,427,197
IMG_20190104_164630.jpg,800,600,Arduino_Nano,561,19,640,108
IMG_20190104_164635.jpg,800,600,ESP8266,272,491,389,589
IMG_20190104_164635.jpg,800,600,Raspberry_Pi_3,304,308,468,415
IMG_20190104_164635.jpg,800,600,Heltec_ESP32_Lora,405,55,485,141
IMG_20190104_164635.jpg,800,600,Arduino_Nano,606,24,658,99
IMG_20190104_165104.jpg,800,600,Raspberry_Pi_3,232,167,654,528
IMG_20190104_165108.jpg,800,600,Arduino_Nano,228,328,567,464
IMG_20190104_165119.jpg,800,600,Heltec_ESP32_Lora,256,209,612,419
IMG_20190104_165129.jpg,800,600,ESP8266,240,255,530,418
IMG_20190104_165139.jpg,800,600,Arduino_Nano,306,300,457,464
IMG_20190104_165146.jpg,800,600,ESP8266,156,226,453,416
IMG_20190104_165200.jpg,800,600,Raspberry_Pi_3,288,220,696,559
IMG_20190104_165204.jpg,800,600,Heltec_ESP32_Lora,360,298,562,474
